Member Number,Animal Type,Animal Name,Gender,D.o.B,Primary Breed,Purpose,Status (if Cow),Acquisition,farming Type,Feeding & Milking Habits,Feed Type,Photograph Ref.
04502,Cattle,Hellena,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04507,Cattle,Karendi,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04508,Cattle,Jennifer,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
04517,Cattle,Junior,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04519,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04521,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04522,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04523,Cattle,Rark,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04524,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04526,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04527,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04529,Cattle,Mary,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04535,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04536,Cattle,Rironi Kanini,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
04537,Cattle,Duma,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
04549,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04552,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04554,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04556,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04562,Cattle,Mwai,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04563,Cattle,Buster,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04565,Cattle,July,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04573,Cattle,Valentine,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04575,Cattle,Suzzana,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04576,Cattle,Tintin,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
04577,Cattle,Champion,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04584,Cattle,Papaya,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04586,Cattle,Butter,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04589,Cattle,Galaher,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04590,Cattle,Gabriella,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04591,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04596,Cattle,Kendi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04597,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04599,Cattle,Buster,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04601,Cattle,July,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04602,Cattle,Valentine,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
04603,Cattle,Suzzana,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
04604,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04607,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04608,Cattle,Papaya,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04609,Cattle,Butter,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04611,Cattle,Galaher,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04618,Cattle,Pamela,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04621,Cattle,Justice,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04622,Cattle,Tele,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04624,Cattle,Tomboy,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04625,Cattle,Mischief,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
04628,Cattle,Jennifer,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04636,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04638,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04640,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04641,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04647,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04649,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04650,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04653,Cattle,Security,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04654,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04658,Cattle,Tharuni ,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
04660,Cattle,Rironi Kanini,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
04663,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04668,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04670,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04674,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04676,Cattle,Kamandura,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04677,Cattle,Mwai,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04685,Cattle,Justina,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04692,Cattle,Reddi,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04701,Cattle,Runana,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04703,Cattle,Justice,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
04704,Cattle,Hellena,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04707,Cattle,Karendi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04708,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04710,Cattle,Junior,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04712,Cattle,Jata,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04713,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04714,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04717,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04720,Cattle,Scribe,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04726,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04727,Cattle,Security,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
04728,Cattle,Mary,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
04729,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04730,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04735,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04737,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04738,Cattle,Motho,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04740,Cattle,Junior,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04741,Cattle,Kamandura,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04743,Cattle,Mwai,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04744,Cattle,Buster,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04748,Cattle,July,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
04751,Cattle,Valentine,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04758,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04761,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04762,Cattle,Champion,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04764,Cattle,Papaya,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04767,Cattle,Butter,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04768,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04775,Cattle,Gabriella,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04777,Cattle,Junior,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04778,Cattle,Kendi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04781,Cattle,Mwai,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
04782,Cattle,Buster,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
04783,Cattle,July,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04786,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04791,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04792,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04794,Cattle,Champion,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04805,Cattle,Papaya,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04807,Cattle,Butter,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04808,Cattle,Galaher,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04810,Cattle,Pamela,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04812,Cattle,Justice,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
04814,Cattle,Tele,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04815,Cattle,Tomboy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04820,Cattle,Mischief,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04823,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04824,Cattle,Junior,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04826,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04828,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04832,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04834,Cattle,Rark,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04836,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04837,Cattle,Good Boy,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
04838,Cattle,Security,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
04839,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04840,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04842,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04843,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04844,Cattle,Bater,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04846,Cattle,Motho,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04848,Cattle,Junior,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04850,Cattle,Kamandura,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04852,Cattle,Mwai,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04853,Cattle,Galaher,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
04855,Cattle,Pamela,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04857,Cattle,Justice,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04858,Cattle,Tele,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04862,Cattle,Tomboy,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04864,Cattle,Mischief,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04866,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04867,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04869,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04878,Cattle,Kamburu,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04884,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04886,Cattle,Rark,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
04888,Cattle,Scribe,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
04889,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04890,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04891,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04892,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04893,Cattle,Rironi Kanini,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04894,Cattle,Duma,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04895,Cattle,Bater,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04896,Cattle,Motho,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04897,Cattle,Junior,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04899,Cattle,Kamandura,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
04904,Cattle,Mwai,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04906,Cattle,Justina,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04907,Cattle,Reddi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04911,Cattle,Runana,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04914,Cattle,Justice,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04916,Cattle,Hellena,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04917,Cattle,Karendi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04919,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04922,Cattle,Junior,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04925,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04926,Cattle,Kamburu,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
04927,Cattle,Amo 34,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
04932,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04933,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04936,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04938,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04939,Cattle,Mary,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04940,Cattle,Tharuni ,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04944,Cattle,Rironi Kanini,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04946,Cattle,Duma,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04947,Cattle,Bater,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04951,Cattle,Motho,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
04955,Cattle,Junior,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04956,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04957,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04958,Cattle,Buster,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04959,Cattle,July,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04960,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04964,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04965,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04967,Cattle,Justina,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
04968,Cattle,Reddi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04971,Cattle,Runana,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
04977,Cattle,Justice,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
04981,Cattle,Hellena,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04982,Cattle,Karendi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04983,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04986,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04987,Cattle,Jata,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04988,Cattle,Kamburu,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
04993,Cattle,Amo 34,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
04994,Cattle,Rark,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04995,Cattle,Scribe,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
04996,Cattle,Good Boy,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
05000,Cattle,Security,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05003,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05011,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05014,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05018,Cattle,Duma,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05022,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05023,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05027,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05029,Cattle,Kamandura,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05030,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05032,Cattle,Buster,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
05038,Cattle,July,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
05039,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05046,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05053,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05058,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05060,Cattle,Papaya,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05061,Cattle,Butter,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05062,Cattle,Galaher,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05063,Cattle,Gabriella,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05064,Cattle,Junior,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05067,Cattle,Kendi,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
05068,Cattle,Mwai,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05070,Cattle,Buster,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05073,Cattle,July,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05075,Cattle,Valentine,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05076,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05077,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05080,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05082,Cattle,Papaya,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05085,Cattle,Butter,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05088,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05091,Cattle,Pamela,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
05092,Cattle,Justice,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
05093,Cattle,Tele,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05094,Cattle,Tomboy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05096,Cattle,Mischief,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05098,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05099,Cattle,Junior,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05100,Cattle,Jata,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05104,Cattle,Kamburu,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
05106,Cattle,Amo 34,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05107,Cattle,Rark,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
05109,Cattle,Scribe,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
05110,Cattle,Good Boy,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05112,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05114,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
05117,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
05119,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
