Type,Date,Member Number,Class,Amount
Credit Sale,01.09.2010,03184,Store Credit,400.00
Credit Sale,01.09.2010,03188,Store Credit,"1,900.00"
Credit Sale,01.09.2010,03192,Store Credit,120.00
Credit Sale,02.09.2010,00048,Store Credit,650.00
Credit Sale,02.09.2010,00195,Store Credit,"4,040.00"
Credit Sale,02.09.2010,00318,Store Credit,"1,945.00"
Credit Sale,02.09.2010,00504,Store Credit,"2,500.00"
Credit Sale,02.09.2010,00577,Store Credit,"2,040.00"
Credit Sale,02.09.2010,00609,Store Credit,"1,020.00"
Credit Sale,02.09.2010,00630,Store Credit,400.00
Credit Sale,02.09.2010,00700,Store Credit,"1,705.00"
Credit Sale,02.09.2010,00934,Store Credit,370.00
Credit Sale,02.09.2010,00954,Store Credit,"1,900.00"
Credit Sale,02.09.2010,01056,Store Credit,650.00
Credit Sale,02.09.2010,01247,Store Credit,"2,350.00"
Credit Sale,02.09.2010,01252,Store Credit,"3,050.00"
Credit Sale,02.09.2010,01303,Store Credit,"3,190.00"
Credit Sale,02.09.2010,01386,Store Credit,"1,800.00"
Credit Sale,02.09.2010,01464,Store Credit,"1,200.00"
Credit Sale,02.09.2010,01464,Store Credit,220.00
Credit Sale,02.09.2010,01580,Store Credit,"1,755.00"
Credit Sale,02.09.2010,01612,Store Credit,129.00
Credit Sale,02.09.2010,01695,Store Credit,"1,250.00"
Credit Sale,02.09.2010,01699,Store Credit,"1,665.00"
Credit Sale,02.09.2010,01712,Store Credit,365.00
Credit Sale,02.09.2010,01740,Store Credit,"1,340.00"
Credit Sale,02.09.2010,01763,Store Credit,"1,765.00"
Credit Sale,02.09.2010,01827,Store Credit,370.00
Credit Sale,02.09.2010,01962,Store Credit,"1,250.00"
Credit Sale,02.09.2010,02000,Store Credit,"2,200.00"
Credit Sale,02.09.2010,02046,Store Credit,"1,520.00"
Credit Sale,02.09.2010,02048,Store Credit,"1,515.00"
Credit Sale,02.09.2010,02058,Store Credit,"5,215.00"
Credit Sale,02.09.2010,02086,Clinical Services,"1,000.00"
Credit Sale,02.09.2010,02092,Store Credit,"4,340.00"
Credit Sale,02.09.2010,02210,Store Credit,820.00
Credit Sale,02.09.2010,02226,Store Credit,129.00
Credit Sale,02.09.2010,02357,Store Credit,"1,524.00"
Credit Sale,02.09.2010,02360,Store Credit,295.00
Credit Sale,02.09.2010,02364,Store Credit,650.00
Credit Sale,02.09.2010,02370,Store Credit,"1,400.00"
Credit Sale,02.09.2010,02411,Store Credit,"1,250.00"
Credit Sale,02.09.2010,02434,Store Credit,"3,225.00"
Credit Sale,02.09.2010,02454,Store Credit,"1,395.00"
Credit Sale,02.09.2010,02466,Store Credit,785.00
Credit Sale,02.09.2010,02499,Store Credit,"1,300.00"
Credit Sale,02.09.2010,02596,Store Credit,650.00
Credit Sale,02.09.2010,02612,Store Credit,"2,070.00"
Credit Sale,02.09.2010,02658,Store Credit,"1,250.00"
Credit Sale,02.09.2010,02782,AIServices,"1,000.00"
Credit Sale,02.09.2010,02850,Store Credit,"4,000.00"
Credit Sale,02.09.2010,02852,Store Credit,"2,050.00"
Credit Sale,02.09.2010,02893,Store Credit,"1,585.00"
Credit Sale,02.09.2010,02911,Store Credit,"5,469.00"
Credit Sale,02.09.2010,02911,AIServices,"1,000.00"
Credit Sale,02.09.2010,02961,Store Credit,"1,100.00"
Credit Sale,02.09.2010,02979,Store Credit,120.00
Credit Sale,02.09.2010,02999,Store Credit,"1,920.00"
Credit Sale,02.09.2010,03016,Store Credit,290.00
Credit Sale,02.09.2010,03078,Store Credit,"1,400.00"
Credit Sale,02.09.2010,03081,Store Credit,"1,700.00"
Credit Sale,02.09.2010,03136,Store Credit,650.00
Credit Sale,03.09.2010,00002,Clinical Services,"1,100.00"
Credit Sale,03.09.2010,00093,Store Credit,730.00
Credit Sale,03.09.2010,00305,Store Credit,"2,870.00"
Credit Sale,03.09.2010,00486,Store Credit,"2,070.00"
Credit Sale,03.09.2010,00687,Store Credit,779.00
Credit Sale,03.09.2010,00863,Store Credit,"1,995.00"
Credit Sale,03.09.2010,01026,Store Credit,740.00
Credit Sale,03.09.2010,01044,Store Credit,"3,820.00"
Credit Sale,03.09.2010,01259,AIServices,600.00
Credit Sale,03.09.2010,01349,Store Credit,"1,015.00"
Credit Sale,03.09.2010,01357,Store Credit,"1,770.00"
Credit Sale,03.09.2010,01549,Store Credit,"1,465.00"
Credit Sale,03.09.2010,01579,Store Credit,"1,770.00"
Credit Sale,03.09.2010,01702,Store Credit,190.00
Credit Sale,03.09.2010,01817,Store Credit,365.00
Credit Sale,03.09.2010,01864,Store Credit,"1,429.00"
Credit Sale,03.09.2010,01952,AIServices,600.00
Credit Sale,03.09.2010,01975,AIServices,600.00
Credit Sale,03.09.2010,01992,Store Credit,"2,320.00"
Credit Sale,03.09.2010,02046,Store Credit,"1,110.00"
Credit Sale,03.09.2010,02075,Store Credit,"4,960.00"
Credit Sale,03.09.2010,02145,Store Credit,"1,585.00"
Credit Sale,03.09.2010,02161,Store Credit,"5,740.00"
Credit Sale,03.09.2010,02163,Store Credit,365.00
Credit Sale,03.09.2010,02220,Store Credit,"2,070.00"
Credit Sale,03.09.2010,02250,Store Credit,650.00
Credit Sale,03.09.2010,02365,Store Credit,"2,940.00"
Credit Sale,03.09.2010,02533,Store Credit,"1,540.00"
Credit Sale,03.09.2010,02619,Store Credit,"1,220.00"
Credit Sale,03.09.2010,02663,Store Credit,"1,690.00"
Credit Sale,03.09.2010,02664,Store Credit,650.00
Credit Sale,03.09.2010,02712,Store Credit,"1,585.00"
Credit Sale,03.09.2010,02724,Store Credit,"3,320.00"
Credit Sale,03.09.2010,02743,Store Credit,"1,250.00"
Credit Sale,03.09.2010,02759,Store Credit,"1,420.00"
Credit Sale,03.09.2010,02966,Store Credit,"1,875.00"
Credit Sale,03.09.2010,02991,Store Credit,"1,250.00"
Credit Sale,03.09.2010,03019,Store Credit,"1,420.00"
Credit Sale,03.09.2010,03095,AIServices,"1,500.00"
Credit Sale,04.09.2010,00722,Store Credit,"1,010.00"
Credit Sale,04.09.2010,00864,Store Credit,"1,620.00"
Credit Sale,04.09.2010,00957,Store Credit,"1,685.00"
Credit Sale,04.09.2010,01090,Store Credit,"1,650.00"
Credit Sale,04.09.2010,01251,Store Credit,650.00
Credit Sale,04.09.2010,01262,Store Credit,583.00
Credit Sale,04.09.2010,01274,Store Credit,"1,410.00"
Credit Sale,04.09.2010,01310,Store Credit,"2,200.00"
Credit Sale,04.09.2010,01582,Store Credit,650.00
Credit Sale,04.09.2010,01770,Store Credit,"1,229.00"
Credit Sale,04.09.2010,01865,Store Credit,120.00
Credit Sale,04.09.2010,01885,Store Credit,"1,340.00"
Credit Sale,04.09.2010,01905,Store Credit,"2,425.00"
Credit Sale,04.09.2010,01961,Store Credit,650.00
Credit Sale,04.09.2010,02000,Store Credit,"2,930.00"
Credit Sale,04.09.2010,02310,Store Credit,"2,040.00"
Credit Sale,04.09.2010,02313,Store Credit,"2,660.00"
Credit Sale,04.09.2010,02412,Store Credit,"2,508.00"
Credit Sale,04.09.2010,02952,Store Credit,"1,420.00"
Credit Sale,05.09.2010,00002,Clinical Services,"2,000.00"
Credit Sale,05.09.2010,00381,AIServices,600.00
Credit Sale,05.09.2010,00630,AIServices,"1,000.00"
Credit Sale,05.09.2010,00794,Store Credit,"2,020.00"
Credit Sale,05.09.2010,00924,Store Credit,129.00
Credit Sale,05.09.2010,01022,Store Credit,"1,050.00"
Credit Sale,05.09.2010,01056,Store Credit,"1,545.00"
Credit Sale,05.09.2010,01342,Store Credit,650.00
Credit Sale,05.09.2010,01353,Store Credit,650.00
Credit Sale,05.09.2010,01510,Store Credit,"1,144.00"
Credit Sale,05.09.2010,01550,Store Credit,365.00
Credit Sale,05.09.2010,01743,Store Credit,270.00
Credit Sale,05.09.2010,02411,Store Credit,400.00
Credit Sale,05.09.2010,02618,Store Credit,190.00
Credit Sale,05.09.2010,02876,Clinical Services,"1,200.00"
Credit Sale,05.09.2010,02961,Store Credit,"2,200.00"
Credit Sale,05.09.2010,03143,Store Credit,"1,220.00"
Credit Sale,06.09.2010,00198,Store Credit,"1,300.00"
Credit Sale,06.09.2010,00311,Store Credit,"1,295.00"
Credit Sale,06.09.2010,00318,Store Credit,"1,600.00"
Credit Sale,06.09.2010,00318,Store Credit,"1,420.00"
Credit Sale,06.09.2010,00453,Store Credit,650.00
Credit Sale,06.09.2010,00630,Store Credit,120.00
Credit Sale,06.09.2010,00751,Store Credit,"1,420.00"
Credit Sale,06.09.2010,00776,Store Credit,"2,450.00"
Credit Sale,06.09.2010,01024,Store Credit,"2,040.00"
Credit Sale,06.09.2010,01182,Store Credit,365.00
Credit Sale,06.09.2010,01258,Store Credit,55.00
Credit Sale,06.09.2010,01265,Store Credit,"3,070.00"
Credit Sale,06.09.2010,01282,Store Credit,129.00
Credit Sale,06.09.2010,01282,Store Credit,170.00
Credit Sale,06.09.2010,01596,Store Credit,"1,660.00"
Credit Sale,06.09.2010,01732,Store Credit,491.00
Credit Sale,06.09.2010,01763,Store Credit,"1,765.00"
Credit Sale,06.09.2010,01780,Store Credit,660.00
Credit Sale,06.09.2010,01849,Store Credit,400.00
Credit Sale,06.09.2010,01864,Store Credit,320.00
Credit Sale,06.09.2010,01901,Store Credit,"1,400.00"
Credit Sale,06.09.2010,02016,Store Credit,"1,420.00"
Credit Sale,06.09.2010,02074,Store Credit,"1,290.00"
Credit Sale,06.09.2010,02093,Store Credit,120.00
Credit Sale,06.09.2010,02210,Store Credit,218.00
Credit Sale,06.09.2010,02221,Store Credit,"1,100.00"
Credit Sale,06.09.2010,02358,Store Credit,650.00
Credit Sale,06.09.2010,02377,Store Credit,"1,420.00"
Credit Sale,06.09.2010,02380,Store Credit,"7,500.00"
Credit Sale,06.09.2010,02496,Store Credit,120.00
Credit Sale,06.09.2010,02633,Store Credit,"1,250.00"
Credit Sale,06.09.2010,02681,AIServices,"1,000.00"
Credit Sale,06.09.2010,02746,Store Credit,"3,400.00"
Credit Sale,06.09.2010,02870,Store Credit,385.00
Credit Sale,06.09.2010,02976,Store Credit,"1,690.00"
Credit Sale,06.09.2010,03019,Clinical Services,"1,100.00"
Credit Sale,06.09.2010,03041,Store Credit,130.00
Credit Sale,06.09.2010,03145,Store Credit,"1,100.00"
Credit Sale,07.09.2010,00258,Store Credit,"2,565.00"
Credit Sale,07.09.2010,00578,Store Credit,"1,155.00"
Credit Sale,07.09.2010,00710,Store Credit,"2,040.00"
Credit Sale,07.09.2010,01167,Store Credit,"2,710.00"
Credit Sale,07.09.2010,01295,Store Credit,365.00
Credit Sale,07.09.2010,01587,AIServices,"1,500.00"
Credit Sale,07.09.2010,02031,Store Credit,120.00
Credit Sale,07.09.2010,02300,Store Credit,"1,585.00"
Credit Sale,07.09.2010,02313,Clinical Services,"1,130.00"
Credit Sale,07.09.2010,02364,Store Credit,650.00
Credit Sale,07.09.2010,02499,Store Credit,"1,366.00"
Credit Sale,07.09.2010,02583,Clinical Services,500.00
Credit Sale,07.09.2010,02838,Store Credit,220.00
Credit Sale,07.09.2010,02957,Store Credit,"1,100.00"
Credit Sale,07.09.2010,02997,Store Credit,650.00
Credit Sale,07.09.2010,02998,Store Credit,"1,100.00"
Credit Sale,07.09.2010,03061,Store Credit,"1,100.00"
Credit Sale,07.09.2010,03188,Store Credit,485.00
Credit Sale,08.09.2010,00388,Store Credit,"2,072.00"
Credit Sale,08.09.2010,00428,Store Credit,730.00
Credit Sale,08.09.2010,00547,Store Credit,295.00
Credit Sale,08.09.2010,01163,Store Credit,270.00
Credit Sale,08.09.2010,01377,Store Credit,"1,100.00"
Credit Sale,08.09.2010,01385,AIServices,"1,000.00"
Credit Sale,08.09.2010,01520,Store Credit,730.00
Credit Sale,08.09.2010,01687,Store Credit,"1,015.00"
Credit Sale,08.09.2010,01732,Clinical Services,"2,390.00"
Credit Sale,08.09.2010,01818,Store Credit,650.00
Credit Sale,08.09.2010,01867,Clinical Services,"1,100.00"
Credit Sale,08.09.2010,01959,Store Credit,"1,420.00"
Credit Sale,08.09.2010,02030,Store Credit,"1,015.00"
Credit Sale,08.09.2010,02062,Store Credit,"1,420.00"
Credit Sale,08.09.2010,02081,Store Credit,650.00
Credit Sale,08.09.2010,02163,Store Credit,365.00
Credit Sale,08.09.2010,02170,Store Credit,"2,500.00"
Credit Sale,08.09.2010,02272,Store Credit,"1,420.00"
Credit Sale,08.09.2010,02406,Clinical Services,"1,500.00"
Credit Sale,08.09.2010,02425,Store Credit,"1,250.00"
Credit Sale,08.09.2010,02454,Store Credit,252.00
Credit Sale,08.09.2010,02794,Store Credit,"1,100.00"
Credit Sale,08.09.2010,02998,Store Credit,170.00
Credit Sale,08.09.2010,03006,Store Credit,"2,500.00"
Credit Sale,08.09.2010,03062,Store Credit,"1,250.00"
Credit Sale,08.09.2010,03077,Store Credit,230.00
Credit Sale,08.09.2010,03149,Store Credit,"1,549.00"
Credit Sale,09.09.2010,00057,Store Credit,365.00
Credit Sale,09.09.2010,00081,Store Credit,"1,100.00"
Credit Sale,09.09.2010,00203,Store Credit,"1,318.00"
Credit Sale,09.09.2010,00577,Store Credit,740.00
Credit Sale,09.09.2010,00579,Store Credit,478.00
Credit Sale,09.09.2010,00585,Clinical Services,900.00
Credit Sale,09.09.2010,00781,Store Credit,915.00
Credit Sale,09.09.2010,00924,AIServices,600.00
Credit Sale,09.09.2010,01011,Store Credit,365.00
Credit Sale,09.09.2010,01054,Store Credit,365.00
Credit Sale,09.09.2010,01190,Store Credit,"1,021.00"
Credit Sale,09.09.2010,01288,Store Credit,730.00
Credit Sale,09.09.2010,01413,Store Credit,"1,760.00"
Credit Sale,09.09.2010,01553,Store Credit,"1,500.00"
Credit Sale,09.09.2010,01559,Store Credit,399.00
Credit Sale,09.09.2010,01698,Store Credit,365.00
Credit Sale,09.09.2010,01699,Store Credit,"1,250.00"
Credit Sale,09.09.2010,01787,Store Credit,"1,020.00"
Credit Sale,09.09.2010,01799,Store Credit,"1,050.00"
Credit Sale,09.09.2010,01817,Store Credit,399.00
Credit Sale,09.09.2010,01936,Store Credit,"1,415.00"
Credit Sale,09.09.2010,01998,Store Credit,"6,290.00"
Credit Sale,09.09.2010,01998,Store Credit,"3,125.00"
Credit Sale,09.09.2010,02000,Store Credit,"2,415.00"
Credit Sale,09.09.2010,02018,Store Credit,"1,825.00"
Credit Sale,09.09.2010,02034,Store Credit,"1,100.00"
Credit Sale,09.09.2010,02148,Clinical Services,"1,500.00"
Credit Sale,09.09.2010,02157,Store Credit,"1,400.00"
Credit Sale,09.09.2010,02157,Store Credit,365.00
Credit Sale,09.09.2010,02177,Store Credit,365.00
Credit Sale,09.09.2010,02330,Store Credit,190.00
Credit Sale,09.09.2010,02380,Store Credit,"3,570.00"
Credit Sale,09.09.2010,02380,Store Credit,"6,250.00"
Credit Sale,09.09.2010,02407,Clinical Services,315.00
Credit Sale,09.09.2010,02435,Store Credit,"1,500.00"
Credit Sale,09.09.2010,02496,Store Credit,515.00
Credit Sale,09.09.2010,02534,Store Credit,963.00
Credit Sale,09.09.2010,02782,Store Credit,"2,220.00"
Credit Sale,09.09.2010,02821,Store Credit,365.00
Credit Sale,09.09.2010,02845,Store Credit,485.00
Credit Sale,09.09.2010,02911,Store Credit,"1,420.00"
Credit Sale,09.09.2010,03008,Store Credit,"2,340.00"
Credit Sale,09.09.2010,03008,Store Credit,730.00
Credit Sale,10.09.2010,00034,Store Credit,"4,025.00"
Credit Sale,10.09.2010,00085,Store Credit,340.00
Credit Sale,10.09.2010,00264,Store Credit,"1,620.00"
Credit Sale,10.09.2010,00298,Store Credit,"1,785.00"
Credit Sale,10.09.2010,00320,Store Credit,"1,910.00"
Credit Sale,10.09.2010,00375,Store Credit,"1,615.00"
Credit Sale,10.09.2010,00407,Store Credit,"1,910.00"
Credit Sale,10.09.2010,00627,Clinical Services,650.00
Credit Sale,10.09.2010,00687,Store Credit,"1,015.00"
Credit Sale,10.09.2010,00706,Store Credit,"3,230.00"
Credit Sale,10.09.2010,00844,Store Credit,"1,465.00"
Credit Sale,10.09.2010,00913,Store Credit,"1,520.00"
Credit Sale,10.09.2010,01107,Store Credit,"2,500.00"
Credit Sale,10.09.2010,01340,Store Credit,260.00
Credit Sale,10.09.2010,01424,Store Credit,650.00
Credit Sale,10.09.2010,01526,Store Credit,585.00
Credit Sale,10.09.2010,01720,AIServices,"1,000.00"
Credit Sale,10.09.2010,01763,Store Credit,365.00
Credit Sale,10.09.2010,01893,Store Credit,"1,300.00"
Credit Sale,10.09.2010,01922,Store Credit,"1,250.00"
Credit Sale,10.09.2010,01959,Store Credit,265.00
Credit Sale,10.09.2010,01975,Store Credit,"1,400.00"
Credit Sale,10.09.2010,01975,Store Credit,988.00
Credit Sale,10.09.2010,01992,Store Credit,"4,260.00"
Credit Sale,10.09.2010,01994,Store Credit,"2,800.00"
Credit Sale,10.09.2010,02018,Clinical Services,"1,000.00"
Credit Sale,10.09.2010,02049,Store Credit,"1,835.00"
Credit Sale,10.09.2010,02062,Store Credit,528.00
Credit Sale,10.09.2010,02099,Store Credit,"1,435.00"
Credit Sale,10.09.2010,02099,Store Credit,170.00
Credit Sale,10.09.2010,02144,Store Credit,365.00
Credit Sale,10.09.2010,02243,Store Credit,"1,250.00"
Credit Sale,10.09.2010,02360,Store Credit,400.00
Credit Sale,10.09.2010,02496,Store Credit,298.00
Credit Sale,10.09.2010,02583,Store Credit,"5,240.00"
Credit Sale,10.09.2010,02603,Store Credit,"1,250.00"
Credit Sale,10.09.2010,02604,Store Credit,"2,063.00"
Credit Sale,10.09.2010,02649,Store Credit,"1,835.00"
Credit Sale,10.09.2010,02745,Store Credit,"3,750.00"
Credit Sale,10.09.2010,02759,Store Credit,"2,495.00"
Credit Sale,10.09.2010,02795,Store Credit,"1,250.00"
Credit Sale,10.09.2010,02836,Store Credit,"1,250.00"
Credit Sale,10.09.2010,02892,Store Credit,"3,150.00"
Credit Sale,10.09.2010,02904,Store Credit,"1,950.00"
Credit Sale,10.09.2010,02911,Store Credit,"2,540.00"
Credit Sale,10.09.2010,02943,AIServices,"1,000.00"
Credit Sale,10.09.2010,02943,AIServices,"1,000.00"
Credit Sale,10.09.2010,03086,Store Credit,"1,270.00"
Credit Sale,10.09.2010,03140,Store Credit,"1,600.00"
Credit Sale,10.09.2010,03174,Store Credit,120.00
Credit Sale,10.09.2010,03192,Store Credit,"1,250.00"
Credit Sale,11.09.2010,00250,Store Credit,779.00
Credit Sale,11.09.2010,00292,Store Credit,370.00
Credit Sale,11.09.2010,00508,Store Credit,"1,015.00"
Credit Sale,11.09.2010,00680,AIServices,"1,500.00"
Credit Sale,11.09.2010,01291,Store Credit,365.00
Credit Sale,11.09.2010,01385,AIServices,"1,000.00"
Credit Sale,11.09.2010,01421,Clinical Services,"1,600.00"
Credit Sale,11.09.2010,01589,Store Credit,650.00
Credit Sale,11.09.2010,01744,Store Credit,"2,540.00"
Credit Sale,11.09.2010,01864,Store Credit,"1,020.00"
Credit Sale,11.09.2010,01905,Store Credit,"1,808.00"
Credit Sale,11.09.2010,01960,Store Credit,"1,420.00"
Credit Sale,11.09.2010,01975,AIServices,"1,000.00"
Credit Sale,11.09.2010,01989,Store Credit,"2,640.00"
Credit Sale,11.09.2010,02000,Store Credit,"2,940.00"
Credit Sale,11.09.2010,02018,Clinical Services,"1,000.00"
Credit Sale,11.09.2010,02357,AIServices,"1,000.00"
Credit Sale,11.09.2010,02534,Clinical Services,"1,760.00"
Credit Sale,11.09.2010,02582,AIServices,"1,000.00"
Credit Sale,11.09.2010,02633,Store Credit,"1,468.00"
Credit Sale,11.09.2010,02913,AIServices,600.00
Credit Sale,11.09.2010,02966,Store Credit,"2,925.00"
Credit Sale,11.09.2010,02966,Store Credit,"1,250.00"
Credit Sale,11.09.2010,02998,Store Credit,"1,500.00"
Credit Sale,11.09.2010,03038,AIServices,600.00
Credit Sale,11.09.2010,03149,Store Credit,193.00
Credit Sale,12.09.2010,01342,Store Credit,779.00
Credit Sale,12.09.2010,01435,Store Credit,265.00
Credit Sale,12.09.2010,01732,Store Credit,"1,220.00"
Credit Sale,12.09.2010,01849,Store Credit,"1,220.00"
Credit Sale,12.09.2010,01936,Store Credit,460.00
Credit Sale,12.09.2010,02093,Store Credit,"2,030.00"
Credit Sale,12.09.2010,02681,AIServices,"1,500.00"
Credit Sale,12.09.2010,02882,AIServices,600.00
Credit Sale,13.09.2010,00298,Store Credit,643.00
Credit Sale,13.09.2010,00407,Store Credit,"1,395.00"
Credit Sale,13.09.2010,00428,Store Credit,730.00
Credit Sale,13.09.2010,00627,Clinical Services,750.00
Credit Sale,13.09.2010,00630,Store Credit,"2,370.00"
Credit Sale,13.09.2010,00680,Store Credit,"2,275.00"
Credit Sale,13.09.2010,00934,Store Credit,295.00
Credit Sale,13.09.2010,00957,Store Credit,193.00
Credit Sale,13.09.2010,01060,Store Credit,"1,100.00"
Credit Sale,13.09.2010,01070,Store Credit,"2,150.00"
Credit Sale,13.09.2010,01070,Store Credit,"1,830.00"
Credit Sale,13.09.2010,01107,Store Credit,400.00
Credit Sale,13.09.2010,01136,Store Credit,"2,320.00"
Credit Sale,13.09.2010,01167,Clinical Services,900.00
Credit Sale,13.09.2010,01282,Store Credit,"1,420.00"
Credit Sale,13.09.2010,01290,Store Credit,365.00
Credit Sale,13.09.2010,01491,Store Credit,"1,465.00"
Credit Sale,13.09.2010,01827,Store Credit,370.00
Credit Sale,13.09.2010,01890,Store Credit,"1,250.00"
Credit Sale,13.09.2010,01995,Store Credit,365.00
Credit Sale,13.09.2010,02018,AIServices,"1,000.00"
Credit Sale,13.09.2010,02035,Store Credit,"1,100.00"
Credit Sale,13.09.2010,02093,Store Credit,460.00
Credit Sale,13.09.2010,02144,Store Credit,120.00
Credit Sale,13.09.2010,02144,Store Credit,365.00
Credit Sale,13.09.2010,02250,Store Credit,500.00
Credit Sale,13.09.2010,02276,Store Credit,"1,980.00"
Credit Sale,13.09.2010,02277,Store Credit,255.00
Credit Sale,13.09.2010,02277,Store Credit,"1,100.00"
Credit Sale,13.09.2010,02294,Store Credit,"1,470.00"
Credit Sale,13.09.2010,02369,Store Credit,"1,615.00"
Credit Sale,13.09.2010,02490,Store Credit,"1,250.00"
Credit Sale,13.09.2010,02490,Store Credit,730.00
Credit Sale,13.09.2010,02490,Store Credit,482.00
Credit Sale,13.09.2010,02649,Store Credit,"1,341.00"
Credit Sale,13.09.2010,02722,Store Credit,"1,250.00"
Credit Sale,13.09.2010,02795,Store Credit,"1,100.00"
Credit Sale,13.09.2010,02818,Store Credit,"1,020.00"
Credit Sale,13.09.2010,02838,Store Credit,"1,100.00"
Credit Sale,13.09.2010,02850,Clinical Services,"1,100.00"
Credit Sale,13.09.2010,02859,Store Credit,365.00
Credit Sale,13.09.2010,02861,Store Credit,740.00
Credit Sale,13.09.2010,02861,Store Credit,"1,270.00"
Credit Sale,13.09.2010,02882,Store Credit,"9,690.00"
Credit Sale,13.09.2010,02882,Store Credit,500.00
Credit Sale,13.09.2010,02888,Store Credit,"1,465.00"
Credit Sale,13.09.2010,02895,Store Credit,730.00
Credit Sale,13.09.2010,02895,Store Credit,241.00
Credit Sale,13.09.2010,02935,Store Credit,"1,615.00"
Credit Sale,13.09.2010,03100,Store Credit,178.00
Credit Sale,13.09.2010,03124,Store Credit,190.00
Credit Sale,13.09.2010,03135,Store Credit,"1,250.00"
Credit Sale,13.09.2010,03136,Store Credit,650.00
Credit Sale,13.09.2010,03140,Store Credit,460.00
Credit Sale,13.09.2010,03165,Store Credit,"2,520.00"
Credit Sale,14.09.2010,00045,Clinical Services,"1,000.00"
Credit Sale,14.09.2010,00057,Store Credit,"1,100.00"
Credit Sale,14.09.2010,00160,Store Credit,650.00
Credit Sale,14.09.2010,00173,AIServices,600.00
Credit Sale,14.09.2010,00203,Store Credit,"1,420.00"
Credit Sale,14.09.2010,00234,Store Credit,650.00
Credit Sale,14.09.2010,00318,Store Credit,"1,370.00"
Credit Sale,14.09.2010,00363,Store Credit,"1,275.00"
Credit Sale,14.09.2010,00428,Store Credit,365.00
Credit Sale,14.09.2010,00547,Store Credit,"1,100.00"
Credit Sale,14.09.2010,00619,Store Credit,"1,025.00"
Credit Sale,14.09.2010,00664,Store Credit,"1,430.00"
Credit Sale,14.09.2010,00763,Store Credit,"2,840.00"
Credit Sale,14.09.2010,00766,Store Credit,"1,320.00"
Credit Sale,14.09.2010,01161,Store Credit,"2,000.00"
Credit Sale,14.09.2010,01161,Store Credit,"1,250.00"
Credit Sale,14.09.2010,01167,Store Credit,"1,420.00"
Credit Sale,14.09.2010,01224,Store Credit,"1,590.00"
Credit Sale,14.09.2010,01258,Store Credit,295.00
Credit Sale,14.09.2010,01259,Store Credit,190.00
Credit Sale,14.09.2010,01421,AIServices,600.00
Credit Sale,14.09.2010,01510,Store Credit,295.00
Credit Sale,14.09.2010,01582,Store Credit,365.00
Credit Sale,14.09.2010,01597,Store Credit,"5,253.00"
Credit Sale,14.09.2010,01712,Store Credit,"1,905.00"
Credit Sale,14.09.2010,01770,Store Credit,575.00
Credit Sale,14.09.2010,01820,Store Credit,"1,650.00"
Credit Sale,14.09.2010,01950,Store Credit,365.00
Credit Sale,14.09.2010,01992,Store Credit,"1,830.00"
Credit Sale,14.09.2010,01998,Store Credit,"1,223.00"
Credit Sale,14.09.2010,01998,Store Credit,"1,300.00"
Credit Sale,14.09.2010,02018,Store Credit,"7,400.00"
Credit Sale,14.09.2010,02018,AIServices,"1,000.00"
Credit Sale,14.09.2010,02034,Store Credit,365.00
Credit Sale,14.09.2010,02062,Store Credit,"1,420.00"
Credit Sale,14.09.2010,02095,Store Credit,534.00
Credit Sale,14.09.2010,02113,Store Credit,"1,665.00"
Credit Sale,14.09.2010,02220,Store Credit,218.00
Credit Sale,14.09.2010,02250,Store Credit,"1,270.00"
Credit Sale,14.09.2010,02435,Store Credit,365.00
Credit Sale,14.09.2010,02496,Store Credit,"2,765.00"
Credit Sale,14.09.2010,02633,Store Credit,"1,785.00"
Credit Sale,14.09.2010,02664,Store Credit,"1,490.00"
Credit Sale,14.09.2010,02850,Store Credit,"3,558.00"
Credit Sale,14.09.2010,02992,Store Credit,"1,250.00"
Credit Sale,14.09.2010,03008,Store Credit,"2,200.00"
Credit Sale,14.09.2010,03008,Store Credit,"1,250.00"
Credit Sale,14.09.2010,03077,Store Credit,193.00
Credit Sale,15.09.2010,00044,Store Credit,"2,500.00"
Credit Sale,15.09.2010,00056,Store Credit,"1,379.00"
Credit Sale,15.09.2010,00087,Store Credit,"2,640.00"
Credit Sale,15.09.2010,00231,Store Credit,190.00
Credit Sale,15.09.2010,00428,Store Credit,"1,740.00"
Credit Sale,15.09.2010,00655,Store Credit,"2,220.00"
Credit Sale,15.09.2010,00655,Store Credit,650.00
Credit Sale,15.09.2010,00751,Clinical Services,"2,400.00"
Credit Sale,15.09.2010,00837,Store Credit,820.00
Credit Sale,15.09.2010,00861,Store Credit,"1,270.00"
Credit Sale,15.09.2010,00942,Store Credit,"2,520.00"
Credit Sale,15.09.2010,01107,Store Credit,"1,270.00"
Credit Sale,15.09.2010,01110,Store Credit,55.00
Credit Sale,15.09.2010,01310,Store Credit,"2,540.00"
Credit Sale,15.09.2010,01421,Store Credit,730.00
Credit Sale,15.09.2010,01464,Store Credit,120.00
Credit Sale,15.09.2010,01502,Store Credit,"2,840.00"
Credit Sale,15.09.2010,01784,Store Credit,"1,720.00"
Credit Sale,15.09.2010,01784,Store Credit,"1,420.00"
Credit Sale,15.09.2010,01795,Store Credit,"4,010.00"
Credit Sale,15.09.2010,01846,Store Credit,"2,860.00"
Credit Sale,15.09.2010,01967,Store Credit,643.00
