Type,Date,Member Number,Class,Route,Amount,,
Credit Sale,01.09.2010,00934,Store Credit,R002,"1,100.00",,
Credit Sale,01.09.2010,00952,Store Credit,R011,"1,900.00",,
Credit Sale,01.09.2010,00960,Store Credit,R012,"3,750.00",,
Credit Sale,01.09.2010,00998,Store Credit,R017,"1,520.00",,
Credit Sale,01.09.2010,01011,Store Credit,R017,670.00,,
Credit Sale,01.09.2010,01011,Store Credit,R017,400.00,,
Credit Sale,01.09.2010,01012,Store Credit,R002,"5,320.00",,
Credit Sale,01.09.2010,01066,Store Credit,R002,370.00,,
Credit Sale,01.09.2010,01108,Store Credit,R002,370.00,,
Credit Sale,01.09.2010,01109,AIServices,,600.00,,
Credit Sale,01.09.2010,01109,Store Credit,R004,"1,400.00",,
Credit Sale,01.09.2010,01110,Store Credit,R003,420.00,,
Credit Sale,01.09.2010,01111,Store Credit,R016,"1,300.00",,
Credit Sale,01.09.2010,01111,Store Credit,R016,120.00,,
Credit Sale,01.09.2010,01118,Store Credit,R002,"6,100.00",,
Credit Sale,01.09.2010,01119,Store Credit,R002,"2,495.00",,
Credit Sale,01.09.2010,01144,Store Credit,R002,"1,100.00",,
Credit Sale,01.09.2010,01163,Store Credit,R020,650.00,,
Credit Sale,01.09.2010,01163,Store Credit,R020,"1,250.00",,
Credit Sale,01.09.2010,01165,Store Credit,R007,218.00,,
Credit Sale,01.09.2010,01167,Store Credit,R001,"3,603.00",,
Credit Sale,01.09.2010,01182,Store Credit,R016,"1,420.00",,
Credit Sale,01.09.2010,01226,Store Credit,R002,"2,600.00",,
Credit Sale,01.09.2010,01258,Store Credit,R004,"1,400.00",,
Credit Sale,01.09.2010,01259,Store Credit,R016,"1,100.00",,
Credit Sale,01.09.2010,01295,Store Credit,R003,365.00,,
Credit Sale,01.09.2010,01319,Store Credit,R017,"1,250.00",,
Credit Sale,01.09.2010,01343,Store Credit,R002,740.00,,
Credit Sale,01.09.2010,01385,Store Credit,R002,"2,770.00",,
Credit Sale,01.09.2010,01519,Store Credit,R004,"2,415.00",,
Credit Sale,01.09.2010,01528,Store Credit,R004,"1,800.00",,
Credit Sale,01.09.2010,01529,Store Credit,R002,"2,500.00",,
Credit Sale,01.09.2010,01589,Store Credit,R017,"2,500.00",,
Credit Sale,01.09.2010,01599,Store Credit,R015,"4,990.00",,
Credit Sale,01.09.2010,01599,Store Credit,R015,270.00,,
Credit Sale,01.09.2010,01612,Store Credit,R002,"5,000.00",,
Credit Sale,01.09.2010,01619,Store Credit,R017,"1,220.00",,
Credit Sale,01.09.2010,01626,Store Credit,R016,"2,520.00",,
Credit Sale,01.09.2010,01628,Store Credit,R011,"1,900.00",,
Credit Sale,01.09.2010,01645,Store Credit,R011,"2,840.00",,
Credit Sale,01.09.2010,01712,Store Credit,R008,"1,220.00",,
Credit Sale,01.09.2010,01743,Store Credit,R002,"1,900.00",,
Credit Sale,01.09.2010,01744,Store Credit,R022,"1,220.00",,
Credit Sale,01.09.2010,01750,Store Credit,R012,"1,545.00",,
Credit Sale,01.09.2010,01778,Store Credit,R002,"1,695.00",,
Credit Sale,01.09.2010,01795,Store Credit,R002,"4,340.00",,
Credit Sale,01.09.2010,01846,Store Credit,R002,"2,940.00",,
Credit Sale,01.09.2010,01849,Store Credit,R017,"2,500.00",,
Credit Sale,01.09.2010,01850,Store Credit,R002,"2,450.00",,
Credit Sale,01.09.2010,01867,Store Credit,R002,"6,200.00",,
Credit Sale,01.09.2010,01883,AIServices,,600.00,,
Credit Sale,01.09.2010,01895,Store Credit,R011,"1,770.00",,
Credit Sale,01.09.2010,01936,Store Credit,R017,"1,250.00",,
Credit Sale,01.09.2010,01960,Store Credit,R016,"1,420.00",,
Credit Sale,01.09.2010,01973,Store Credit,R002,650.00,,
Credit Sale,01.09.2010,01975,AIServices,,"1,500.00",,
Credit Sale,01.09.2010,01975,AIServices,,"1,500.00",,
Credit Sale,01.09.2010,01979,Store Credit,R017,"1,700.00",,
Credit Sale,01.09.2010,01994,Store Credit,R001,"13,155.00",,
Credit Sale,01.09.2010,01998,Store Credit,R002,"6,250.00",,
Credit Sale,01.09.2010,02000,Store Credit,R004,365.00,,
Credit Sale,01.09.2010,02035,Store Credit,R008,"1,465.00",,
Credit Sale,01.09.2010,02062,Store Credit,R007,"1,715.00",,
Credit Sale,01.09.2010,02090,Store Credit,R002,"3,300.00",,
Credit Sale,01.09.2010,02093,Store Credit,R017,"1,300.00",,
Credit Sale,01.09.2010,02095,Store Credit,R017,"1,050.00",,
Credit Sale,01.09.2010,02100,Store Credit,R002,"1,200.00",,
Credit Sale,01.09.2010,02141,Store Credit,R002,"2,650.00",,
Credit Sale,01.09.2010,02145,Store Credit,R004,"2,095.00",,
Credit Sale,01.09.2010,02148,Store Credit,R022,990.00,,
Credit Sale,01.09.2010,02177,Store Credit,R016,"1,640.00",,
Credit Sale,01.09.2010,02180,Store Credit,R017,"2,100.00",,
Credit Sale,01.09.2010,02290,Store Credit,R022,"1,710.00",,
Credit Sale,01.09.2010,02298,Store Credit,R013,"2,680.00",,
Credit Sale,01.09.2010,02306,Store Credit,R019,650.00,,
Credit Sale,01.09.2010,02310,Store Credit,R002,"3,750.00",,
Credit Sale,01.09.2010,02339,Store Credit,R002,"1,270.00",,
Credit Sale,01.09.2010,02384,Store Credit,R019,"1,685.00",,
Credit Sale,01.09.2010,02392,Store Credit,R004,618.00,,
Credit Sale,01.09.2010,02399,Store Credit,R019,"1,065.00",,
Credit Sale,01.09.2010,02399,Store Credit,R019,120.00,,
Credit Sale,01.09.2010,02399,Store Credit,R019,765.00,,
Credit Sale,01.09.2010,02406,Clinical Services,,800.00,,
Credit Sale,01.09.2010,02425,Store Credit,R017,770.00,,
Credit Sale,01.09.2010,02429,Clinical Services,,"1,200.00",,
Credit Sale,01.09.2010,02454,Store Credit,R013,365.00,,
Credit Sale,01.09.2010,02486,Store Credit,R011,"1,050.00",,
Credit Sale,01.09.2010,02496,Store Credit,R019,"3,300.00",,
Credit Sale,01.09.2010,02534,Store Credit,R002,"1,100.00",,
Credit Sale,01.09.2010,02543,Store Credit,R007,"2,335.00",,
Credit Sale,01.09.2010,02571,Store Credit,R004,"1,400.00",,
Credit Sale,01.09.2010,02604,Store Credit,R003,"2,200.00",,
Credit Sale,01.09.2010,02633,Store Credit,R001,365.00,,
Credit Sale,01.09.2010,02633,Store Credit,R017,"1,440.00",,
Credit Sale,01.09.2010,02654,Store Credit,R002,800.00,,
Credit Sale,01.09.2010,02671,Store Credit,R011,"1,050.00",,
Credit Sale,01.09.2010,02691,Store Credit,R017,120.00,,
Credit Sale,01.09.2010,02729,Store Credit,R002,"1,650.00",,
Credit Sale,01.09.2010,02776,Store Credit,R007,"4,260.00",,
Credit Sale,01.09.2010,02808,Store Credit,R017,"1,550.00",,
Credit Sale,01.09.2010,02821,Store Credit,R016,"1,100.00",,
Credit Sale,01.09.2010,02841,Store Credit,R001,"1,439.00",,
Credit Sale,01.09.2010,02846,Store Credit,R012,"1,460.00",,
Credit Sale,01.09.2010,02885,Store Credit,R017,"1,250.00",,
Credit Sale,01.09.2010,02904,Store Credit,R002,"2,350.00",,
Credit Sale,01.09.2010,02943,Store Credit,R002,"2,700.00",,
Credit Sale,01.09.2010,02957,Store Credit,R019,"3,065.00",,
Credit Sale,01.09.2010,02979,Store Credit,R019,650.00,,
Credit Sale,01.09.2010,02998,Store Credit,R019,"1,820.00",,
Credit Sale,01.09.2010,03006,Store Credit,R017,"11,430.00",,
Credit Sale,01.09.2010,03006,Store Credit,R017,570.00,,
Credit Sale,01.09.2010,03038,Store Credit,R019,"1,820.00",,
Credit Sale,01.09.2010,03070,Store Credit,R002,"2,900.00",,
Credit Sale,01.09.2010,03076,Store Credit,R019,"1,500.00",,
Credit Sale,01.09.2010,03086,Store Credit,R019,"1,420.00",,
Credit Sale,01.09.2010,03092,Store Credit,R004,"1,400.00",,
Credit Sale,01.09.2010,03140,Clinical Services,,"1,100.00",,
Credit Sale,01.09.2010,03148,Store Credit,R004,650.00,,
Credit Sale,01.09.2010,03149,Store Credit,R007,"2,070.00",,
Credit Sale,01.09.2010,03163,Store Credit,R019,"2,740.00",,
Credit Sale,01.09.2010,03165,Store Credit,R003,"2,050.00",,
Credit Sale,01.09.2010,03182,Store Credit,R007,"1,300.00",,
Credit Sale,01.09.2010,03184,Store Credit,R015,400.00,,
Credit Sale,01.09.2010,03188,Store Credit,R011,"1,900.00",,
Credit Sale,01.09.2010,03192,Store Credit,R017,120.00,,
Credit Sale,02.09.2010,00048,Store Credit,R002,650.00,,
Credit Sale,02.09.2010,00195,Store Credit,R002,"4,040.00",,
Credit Sale,02.09.2010,00318,Store Credit,R001,"1,945.00",,
Credit Sale,02.09.2010,00504,Store Credit,R002,"2,500.00",,
Credit Sale,02.09.2010,00577,Store Credit,R002,"2,040.00",,
Credit Sale,02.09.2010,00609,Store Credit,R002,"1,020.00",,
Credit Sale,02.09.2010,00630,Store Credit,R011,400.00,,
Credit Sale,02.09.2010,00700,Store Credit,R001,"1,705.00",,
Credit Sale,02.09.2010,00934,Store Credit,R002,370.00,,
Credit Sale,02.09.2010,00954,Store Credit,R011,"1,900.00",,
Credit Sale,02.09.2010,01056,Store Credit,R011,650.00,,
Credit Sale,02.09.2010,01247,Store Credit,R002,"2,350.00",,
Credit Sale,02.09.2010,01252,Store Credit,R001,"3,050.00",,
Credit Sale,02.09.2010,01303,Store Credit,R007,"3,190.00",,
Credit Sale,02.09.2010,01386,Store Credit,R004,"1,800.00",,
Credit Sale,02.09.2010,01464,Store Credit,R020,"1,200.00",,
Credit Sale,02.09.2010,01464,Store Credit,R020,220.00,,
Credit Sale,02.09.2010,01580,Store Credit,R001,"1,755.00",,
Credit Sale,02.09.2010,01612,Store Credit,R002,129.00,,
Credit Sale,02.09.2010,01695,Store Credit,R017,"1,250.00",,
Credit Sale,02.09.2010,01699,Store Credit,R011,"1,665.00",,
Credit Sale,02.09.2010,01712,Store Credit,R008,365.00,,
Credit Sale,02.09.2010,01740,Store Credit,R008,"1,340.00",,
Credit Sale,02.09.2010,01763,Store Credit,R004,"1,765.00",,
Credit Sale,02.09.2010,01827,Store Credit,R002,370.00,,
Credit Sale,02.09.2010,01962,Store Credit,R003,"1,250.00",,
Credit Sale,02.09.2010,02000,Store Credit,R001,"2,200.00",,
Credit Sale,02.09.2010,02046,Store Credit,R002,"1,520.00",,
Credit Sale,02.09.2010,02048,Store Credit,R008,"1,515.00",,
Credit Sale,02.09.2010,02058,Store Credit,R001,"5,215.00",,
Credit Sale,02.09.2010,02086,Clinical Services,,"1,000.00",,
Credit Sale,02.09.2010,02092,Store Credit,R002,"4,340.00",,
Credit Sale,02.09.2010,02210,Store Credit,R004,820.00,,
Credit Sale,02.09.2010,02226,Store Credit,R020,129.00,,
Credit Sale,02.09.2010,02357,Store Credit,R002,"1,524.00",,
Credit Sale,02.09.2010,02360,Store Credit,R004,295.00,,
Credit Sale,02.09.2010,02364,Store Credit,R019,650.00,,
Credit Sale,02.09.2010,02370,Store Credit,R002,"1,400.00",,
Credit Sale,02.09.2010,02411,Store Credit,R011,"1,250.00",,
Credit Sale,02.09.2010,02434,Store Credit,R013,"3,225.00",,
Credit Sale,02.09.2010,02454,Store Credit,R013,"1,395.00",,
Credit Sale,02.09.2010,02466,Store Credit,R022,785.00,,
Credit Sale,02.09.2010,02499,Store Credit,R019,"1,300.00",,
Credit Sale,02.09.2010,02596,Store Credit,R016,650.00,,
Credit Sale,02.09.2010,02612,Store Credit,R007,"2,070.00",,
Credit Sale,02.09.2010,02658,Store Credit,R011,"1,250.00",,
Credit Sale,02.09.2010,02782,AIServices,,"1,000.00",,
Credit Sale,02.09.2010,02850,Store Credit,R001,"4,000.00",,
Credit Sale,02.09.2010,02852,Store Credit,R002,"2,050.00",,
Credit Sale,02.09.2010,02893,Store Credit,R013,"1,585.00",,
Credit Sale,02.09.2010,02911,Store Credit,R001,"5,469.00",,
Credit Sale,02.09.2010,02911,AIServices,,"1,000.00",,
Credit Sale,02.09.2010,02961,Store Credit,R025,"1,100.00",,
Credit Sale,02.09.2010,02979,Store Credit,R019,120.00,,
Credit Sale,02.09.2010,02999,Store Credit,R014,"1,920.00",,
Credit Sale,02.09.2010,03016,Store Credit,R020,290.00,,
Credit Sale,02.09.2010,03078,Store Credit,R002,"1,400.00",,
Credit Sale,02.09.2010,03081,Store Credit,R011,"1,700.00",,
Credit Sale,02.09.2010,03136,Store Credit,R011,650.00,,
Credit Sale,03.09.2010,00002,Clinical Services,,"1,100.00",,
Credit Sale,03.09.2010,00093,Store Credit,R004,730.00,,
Credit Sale,03.09.2010,00305,Store Credit,R002,"2,870.00",,
Credit Sale,03.09.2010,00486,Store Credit,R020,"2,070.00",,
Credit Sale,03.09.2010,00687,Store Credit,R017,779.00,,
Credit Sale,03.09.2010,00863,Store Credit,R011,"1,995.00",,
Credit Sale,03.09.2010,01026,Store Credit,R002,740.00,,
Credit Sale,03.09.2010,01044,Store Credit,R001,"3,820.00",,
Credit Sale,03.09.2010,01259,AIServices,,600.00,,
Credit Sale,03.09.2010,01349,Store Credit,R016,"1,015.00",,
Credit Sale,03.09.2010,01357,Store Credit,R002,"1,770.00",,
Credit Sale,03.09.2010,01549,Store Credit,R025,"1,465.00",,
Credit Sale,03.09.2010,01579,Store Credit,R002,"1,770.00",,
Credit Sale,03.09.2010,01702,Store Credit,R019,190.00,,
Credit Sale,03.09.2010,01817,Store Credit,R017,365.00,,
Credit Sale,03.09.2010,01864,Store Credit,R002,"1,429.00",,
Credit Sale,03.09.2010,01952,AIServices,,600.00,,
Credit Sale,03.09.2010,01975,AIServices,,600.00,,
Credit Sale,03.09.2010,01992,Store Credit,R001,"2,320.00",,
Credit Sale,03.09.2010,02046,Store Credit,R002,"1,110.00",,
Credit Sale,03.09.2010,02075,Store Credit,R001,"4,960.00",,
Credit Sale,03.09.2010,02145,Store Credit,R001,"1,585.00",,
Credit Sale,03.09.2010,02161,Store Credit,R002,"5,740.00",,
Credit Sale,03.09.2010,02163,Store Credit,R016,365.00,,
Credit Sale,03.09.2010,02220,Store Credit,R022,"2,070.00",,
Credit Sale,03.09.2010,02250,Store Credit,R019,650.00,,
Credit Sale,03.09.2010,02365,Store Credit,R002,"2,940.00",,
Credit Sale,03.09.2010,02533,Store Credit,R007,"1,540.00",,
Credit Sale,03.09.2010,02619,Store Credit,R013,"1,220.00",,
Credit Sale,03.09.2010,02663,Store Credit,R019,"1,690.00",,
Credit Sale,03.09.2010,02664,Store Credit,R019,650.00,,
Credit Sale,03.09.2010,02712,Store Credit,R013,"1,585.00",,
Credit Sale,03.09.2010,02724,Store Credit,R001,"3,320.00",,
Credit Sale,03.09.2010,02743,Store Credit,R011,"1,250.00",,
Credit Sale,03.09.2010,02759,Store Credit,R012,"1,420.00",,
Credit Sale,03.09.2010,02966,Store Credit,R017,"1,875.00",,
Credit Sale,03.09.2010,02991,Store Credit,R011,"1,250.00",,
Credit Sale,03.09.2010,03019,Store Credit,R022,"1,420.00",,
Credit Sale,03.09.2010,03095,AIServices,,"1,500.00",,
Credit Sale,04.09.2010,00722,Store Credit,R002,"1,010.00",,
Credit Sale,04.09.2010,00864,Store Credit,R002,"1,620.00",,
Credit Sale,04.09.2010,00957,Store Credit,R003,"1,685.00",,
Credit Sale,04.09.2010,01090,Store Credit,R002,"1,650.00",,
Credit Sale,04.09.2010,01251,Store Credit,R017,650.00,,
Credit Sale,04.09.2010,01262,Store Credit,R001,583.00,,
Credit Sale,04.09.2010,01274,Store Credit,R002,"1,410.00",,
Credit Sale,04.09.2010,01310,Store Credit,R002,"2,200.00",,
Credit Sale,04.09.2010,01582,Store Credit,R017,650.00,,
Credit Sale,04.09.2010,01770,Store Credit,R003,"1,229.00",,
Credit Sale,04.09.2010,01865,Store Credit,R004,120.00,,
Credit Sale,04.09.2010,01885,Store Credit,R017,"1,340.00",,
Credit Sale,04.09.2010,01905,Store Credit,R001,"2,425.00",,
Credit Sale,04.09.2010,01961,Store Credit,R017,650.00,,
Credit Sale,04.09.2010,02000,Store Credit,R001,"2,930.00",,
Credit Sale,04.09.2010,02310,Store Credit,R002,"2,040.00",,
Credit Sale,04.09.2010,02313,Store Credit,R001,"2,660.00",,
Credit Sale,04.09.2010,02412,Store Credit,R007,"2,508.00",,
Credit Sale,04.09.2010,02952,Store Credit,R020,"1,420.00",,
Credit Sale,05.09.2010,00002,Clinical Services,,"2,000.00",,
Credit Sale,05.09.2010,00381,AIServices,,600.00,,
Credit Sale,05.09.2010,00630,AIServices,,"1,000.00",,
Credit Sale,05.09.2010,00794,Store Credit,R011,"2,020.00",,
Credit Sale,05.09.2010,00924,Store Credit,R017,129.00,,
Credit Sale,05.09.2010,01022,Store Credit,R011,"1,050.00",,
Credit Sale,05.09.2010,01056,Store Credit,R011,"1,545.00",,
Credit Sale,05.09.2010,01342,Store Credit,R017,650.00,,
Credit Sale,05.09.2010,01353,Store Credit,R011,650.00,,
Credit Sale,05.09.2010,01510,Store Credit,R017,"1,144.00",,
Credit Sale,05.09.2010,01550,Store Credit,R017,365.00,,
Credit Sale,05.09.2010,01743,Store Credit,R002,270.00,,
Credit Sale,05.09.2010,02411,Store Credit,R011,400.00,,
Credit Sale,05.09.2010,02618,Store Credit,R022,190.00,,
Credit Sale,05.09.2010,02876,Clinical Services,,"1,200.00",,
Credit Sale,05.09.2010,02961,Store Credit,R001,"2,200.00",,
Credit Sale,05.09.2010,03143,Store Credit,R025,"1,220.00",,
Credit Sale,06.09.2010,00198,Store Credit,R002,"1,300.00",,
Credit Sale,06.09.2010,00311,Store Credit,R001,"1,295.00",,
Credit Sale,06.09.2010,00318,Store Credit,R023,"1,600.00",,
Credit Sale,06.09.2010,00318,Store Credit,R023,"1,420.00",,
Credit Sale,06.09.2010,00453,Store Credit,R004,650.00,,
Credit Sale,06.09.2010,00630,Store Credit,R011,120.00,,
Credit Sale,06.09.2010,00751,Store Credit,R012,"1,420.00",,
Credit Sale,06.09.2010,00776,Store Credit,R001,"2,450.00",,
Credit Sale,06.09.2010,01024,Store Credit,R002,"2,040.00",,
Credit Sale,06.09.2010,01182,Store Credit,R016,365.00,,
Credit Sale,06.09.2010,01258,Store Credit,R004,55.00,,
Credit Sale,06.09.2010,01265,Store Credit,R016,"3,070.00",,
Credit Sale,06.09.2010,01282,Store Credit,R023,129.00,,
Credit Sale,06.09.2010,01282,Store Credit,R023,170.00,,
Credit Sale,06.09.2010,01596,Store Credit,R002,"1,660.00",,
Credit Sale,06.09.2010,01732,Store Credit,R017,491.00,,
Credit Sale,06.09.2010,01763,Store Credit,R004,"1,765.00",,
Credit Sale,06.09.2010,01780,Store Credit,R004,660.00,,
Credit Sale,06.09.2010,01849,Store Credit,R017,400.00,,
Credit Sale,06.09.2010,01864,Store Credit,R001,320.00,,
Credit Sale,06.09.2010,01901,Store Credit,R004,"1,400.00",,
Credit Sale,06.09.2010,02016,Store Credit,R016,"1,420.00",,
Credit Sale,06.09.2010,02074,Store Credit,R002,"1,290.00",,
Credit Sale,06.09.2010,02093,Store Credit,R017,120.00,,
Credit Sale,06.09.2010,02210,Store Credit,R004,218.00,,
Credit Sale,06.09.2010,02221,Store Credit,R019,"1,100.00",,
Credit Sale,06.09.2010,02358,Store Credit,R016,650.00,,
Credit Sale,06.09.2010,02377,Store Credit,R023,"1,420.00",,
Credit Sale,06.09.2010,02380,Store Credit,R002,"7,500.00",,
Credit Sale,06.09.2010,02496,Store Credit,R019,120.00,,
Credit Sale,06.09.2010,02633,Store Credit,R017,"1,250.00",,
Credit Sale,06.09.2010,02681,AIServices,,"1,000.00",,
Credit Sale,06.09.2010,02746,Store Credit,R001,"3,400.00",,
Credit Sale,06.09.2010,02870,Store Credit,R019,385.00,,
Credit Sale,06.09.2010,02976,Store Credit,R020,"1,690.00",,
Credit Sale,06.09.2010,03019,Clinical Services,,"1,100.00",,
Credit Sale,06.09.2010,03041,Store Credit,R023,130.00,,
Credit Sale,06.09.2010,03145,Store Credit,R002,"1,100.00",,
Credit Sale,07.09.2010,00258,Store Credit,R001,"2,565.00",,
Credit Sale,07.09.2010,00578,Store Credit,R003,"1,155.00",,
Credit Sale,07.09.2010,00710,Store Credit,R001,"2,040.00",,
Credit Sale,07.09.2010,01167,Store Credit,R001,"2,710.00",,
Credit Sale,07.09.2010,01295,Store Credit,R003,365.00,,
Credit Sale,07.09.2010,01587,AIServices,,"1,500.00",,
Credit Sale,07.09.2010,02031,Store Credit,R011,120.00,,
Credit Sale,07.09.2010,02300,Store Credit,R017,"1,585.00",,
Credit Sale,07.09.2010,02313,Clinical Services,,"1,130.00",,
Credit Sale,07.09.2010,02364,Store Credit,R019,650.00,,
Credit Sale,07.09.2010,02499,Store Credit,R019,"1,366.00",,
Credit Sale,07.09.2010,02583,Clinical Services,,500.00,,
Credit Sale,07.09.2010,02838,Store Credit,R019,220.00,,
Credit Sale,07.09.2010,02957,Store Credit,R019,"1,100.00",,
Credit Sale,07.09.2010,02997,Store Credit,R022,650.00,,
Credit Sale,07.09.2010,02998,Store Credit,R019,"1,100.00",,
Credit Sale,07.09.2010,03061,Store Credit,R001,"1,100.00",,
Credit Sale,07.09.2010,03188,Store Credit,R011,485.00,,
Credit Sale,08.09.2010,00388,Store Credit,R001,"2,072.00",,
Credit Sale,08.09.2010,00428,Store Credit,R009,730.00,,
Credit Sale,08.09.2010,00547,Store Credit,R003,295.00,,
Credit Sale,08.09.2010,01163,Store Credit,R020,270.00,,
Credit Sale,08.09.2010,01377,Store Credit,R014,"1,100.00",,
Credit Sale,08.09.2010,01385,AIServices,,"1,000.00",,
Credit Sale,08.09.2010,01520,Store Credit,R009,730.00,,
Credit Sale,08.09.2010,01687,Store Credit,R001,"1,015.00",,
Credit Sale,08.09.2010,01732,Clinical Services,,"2,390.00",,
Credit Sale,08.09.2010,01818,Store Credit,R016,650.00,,
Credit Sale,08.09.2010,01867,Clinical Services,,"1,100.00",,
Credit Sale,08.09.2010,01959,Store Credit,R016,"1,420.00",,
Credit Sale,08.09.2010,02030,Store Credit,R004,"1,015.00",,
Credit Sale,08.09.2010,02062,Store Credit,R007,"1,420.00",,
Credit Sale,08.09.2010,02081,Store Credit,R016,650.00,,
Credit Sale,08.09.2010,02163,Store Credit,R016,365.00,,
Credit Sale,08.09.2010,02170,Store Credit,R009,"2,500.00",,
Credit Sale,08.09.2010,02272,Store Credit,R009,"1,420.00",,
Credit Sale,08.09.2010,02406,Clinical Services,,"1,500.00",,
Credit Sale,08.09.2010,02425,Store Credit,R017,"1,250.00",,
Credit Sale,08.09.2010,02454,Store Credit,R001,252.00,,
Credit Sale,08.09.2010,02794,Store Credit,R023,"1,100.00",,
Credit Sale,08.09.2010,02998,Store Credit,R019,170.00,,
Credit Sale,08.09.2010,03006,Store Credit,R017,"2,500.00",,
Credit Sale,08.09.2010,03062,Store Credit,R011,"1,250.00",,
Credit Sale,08.09.2010,03077,Store Credit,R019,230.00,,
Credit Sale,08.09.2010,03149,Store Credit,R007,"1,549.00",,
Credit Sale,09.09.2010,00057,Store Credit,R006,365.00,,
Credit Sale,09.09.2010,00081,Store Credit,R002,"1,100.00",,
Credit Sale,09.09.2010,00203,Store Credit,R014,"1,318.00",,
Credit Sale,09.09.2010,00577,Store Credit,R002,740.00,,
Credit Sale,09.09.2010,00579,Store Credit,R002,478.00,,
Credit Sale,09.09.2010,00585,Clinical Services,,900.00,,
Credit Sale,09.09.2010,00781,Store Credit,R006,915.00,,
Credit Sale,09.09.2010,00924,AIServices,,600.00,,
Credit Sale,09.09.2010,01011,Store Credit,R017,365.00,,
Credit Sale,09.09.2010,01054,Store Credit,R004,365.00,,
Credit Sale,09.09.2010,01190,Store Credit,R002,"1,021.00",,
Credit Sale,09.09.2010,01288,Store Credit,R016,730.00,,
Credit Sale,09.09.2010,01413,Store Credit,R002,"1,760.00",,
Credit Sale,09.09.2010,01553,Store Credit,R006,"1,500.00",,
Credit Sale,09.09.2010,01559,Store Credit,R006,399.00,,
Credit Sale,09.09.2010,01698,Store Credit,R006,365.00,,
Credit Sale,09.09.2010,01699,Store Credit,R011,"1,250.00",,
Credit Sale,09.09.2010,01787,Store Credit,R002,"1,020.00",,
Credit Sale,09.09.2010,01799,Store Credit,R006,"1,050.00",,
Credit Sale,09.09.2010,01817,Store Credit,R017,399.00,,
Credit Sale,09.09.2010,01936,Store Credit,R017,"1,415.00",,
Credit Sale,09.09.2010,01998,Store Credit,R006,"6,290.00",,
Credit Sale,09.09.2010,01998,Store Credit,R006,"3,125.00",,
Credit Sale,09.09.2010,02000,Store Credit,R004,"2,415.00",,
Credit Sale,09.09.2010,02018,Store Credit,R006,"1,825.00",,
Credit Sale,09.09.2010,02034,Store Credit,R006,"1,100.00",,
Credit Sale,09.09.2010,02148,Clinical Services,,"1,500.00",,
Credit Sale,09.09.2010,02157,Store Credit,R006,"1,400.00",,
Credit Sale,09.09.2010,02157,Store Credit,R006,365.00,,
Credit Sale,09.09.2010,02177,Store Credit,R016,365.00,,
Credit Sale,09.09.2010,02330,Store Credit,R006,190.00,,
Credit Sale,09.09.2010,02380,Store Credit,R002,"3,570.00",,
Credit Sale,09.09.2010,02380,Store Credit,R002,"6,250.00",,
Credit Sale,09.09.2010,02407,Clinical Services,,315.00,,
Credit Sale,09.09.2010,02435,Store Credit,R006,"1,500.00",,
Credit Sale,09.09.2010,02496,Store Credit,R019,515.00,,
Credit Sale,09.09.2010,02534,Store Credit,R002,963.00,,
Credit Sale,09.09.2010,02782,Store Credit,R006,"2,220.00",,
Credit Sale,09.09.2010,02821,Store Credit,R016,365.00,,
Credit Sale,09.09.2010,02845,Store Credit,R006,485.00,,
Credit Sale,09.09.2010,02911,Store Credit,R001,"1,420.00",,
Credit Sale,09.09.2010,03008,Store Credit,R006,"2,340.00",,
Credit Sale,09.09.2010,03008,Store Credit,R006,730.00,,
Credit Sale,10.09.2010,00034,Store Credit,R003,"4,025.00",,
Credit Sale,10.09.2010,00085,Store Credit,R002,340.00,,
Credit Sale,10.09.2010,00264,Store Credit,R002,"1,620.00",,
Credit Sale,10.09.2010,00298,Store Credit,R028,"1,785.00",,
Credit Sale,10.09.2010,00320,Store Credit,R028,"1,910.00",,
Credit Sale,10.09.2010,00375,Store Credit,R028,"1,615.00",,
Credit Sale,10.09.2010,00407,Store Credit,R028,"1,910.00",,
Credit Sale,10.09.2010,00627,Clinical Services,,650.00,,
Credit Sale,10.09.2010,00687,Store Credit,R017,"1,015.00",,
Credit Sale,10.09.2010,00706,Store Credit,R028,"3,230.00",,
Credit Sale,10.09.2010,00844,Store Credit,R003,"1,465.00",,
Credit Sale,10.09.2010,00913,Store Credit,R002,"1,520.00",,
Credit Sale,10.09.2010,01107,Store Credit,R028,"2,500.00",,
Credit Sale,10.09.2010,01340,Store Credit,R003,260.00,,
Credit Sale,10.09.2010,01424,Store Credit,R017,650.00,,
Credit Sale,10.09.2010,01526,Store Credit,R028,585.00,,
Credit Sale,10.09.2010,01720,AIServices,,"1,000.00",,
Credit Sale,10.09.2010,01763,Store Credit,R004,365.00,,
Credit Sale,10.09.2010,01893,Store Credit,R007,"1,300.00",,
Credit Sale,10.09.2010,01922,Store Credit,R028,"1,250.00",,
Credit Sale,10.09.2010,01959,Store Credit,R016,265.00,,
Credit Sale,10.09.2010,01975,Store Credit,R012,"1,400.00",,
Credit Sale,10.09.2010,01975,Store Credit,R012,988.00,,
Credit Sale,10.09.2010,01992,Store Credit,R001,"4,260.00",,
Credit Sale,10.09.2010,01994,Store Credit,R004,"2,800.00",,
Credit Sale,10.09.2010,02018,Clinical Services,,"1,000.00",,
Credit Sale,10.09.2010,02049,Store Credit,R028,"1,835.00",,
